Experiment_no,Disyllable,Date,Dataset,Model,Type CNN,Train Loss,Train RMSE,Train R2,Test Loss,Test RMSE,Test R2,Eval RMSE,Eval R2,Training_time,Loss function,Optimizer,EarlyStopPatience,Batch size,Epochs,Learning rate,Train feature shape,Label shape,test_size(%),val_size(%),Load_save,Load_checkpoint,EarlyStop At
92,False,2020-January-03 23:37,ta/m_dataset_3_u/prep_data,nn_bilstm_23,False,0.004368075999999999,0.065066688,0.743141915,0.004004964000000001,0.06289546900000001,0.7694134840000001,,,344.8096893,mse,AMSGrad,5,128,1000,0.001,"(44052, 13, 39)","(44052, 18)",0.05,0.05,,,
93,False,2020-January-03 23:45,ta/m_dataset_3_u/prep_data,nn_bilstm_24,False,0.002866203,0.051825173,0.824402835,0.0033660440000000003,0.057321966,0.8050412920000001,,,284.5427382,mse,AMSGrad,5,128,1000,0.001,"(44052, 13, 39)","(44052, 18)",0.05,0.05,,,
94,False,2020-January-03 23:50,ta/m_dataset_3_u/prep_data,nn_bilstm_25,False,0.00373353,0.059919853,0.774786127,0.003832626,0.06129290900000001,0.77898246,,,238.2341905,mse,AMSGrad,5,128,1000,0.001,"(44052, 13, 39)","(44052, 18)",0.05,0.05,,,
95,False,2020-January-04 00:03,ta/m_dataset_3_u/prep_data,nn_fbc_13,False,0.003459142,0.057445396,0.791494052,0.003619262,0.05963590000000001,0.790292265,,,303.8344281,mse,AMSGrad,5,128,1000,0.001,"(44052, 13, 39)","(44052, 18)",0.05,0.05,,,
96,False,2020-January-04 00:13,ta/m_dataset_3_u/prep_data,nn_fbc_13,False,0.003094695,0.053993881,0.8109990990000001,0.003486103,0.058371812,0.797849658,,,451.33236460000006,mse,AMSGrad,15,128,1000,0.001,"(44052, 13, 39)","(44052, 18)",0.05,0.05,,,
96,False,2020-January-04 11:53,ta/m_dataset_3_u/prep_data,nn_fbc_13,False,0.003048312,0.053589493,0.815739288,0.003424515,0.057850778,0.802777489,,,966.8736699,mse,AMSGrad,15,128,1000,0.001,"(44052, 13, 39)","(44052, 18)",0.05,0.05,,,
97,False,2020-January-04 12:13,ta/m_dataset_3_u_L/prep_data,nn_bilstm,False,0.001103227,0.031142883,0.923287203,0.004274388,0.064287804,0.762843342,,,774.7287786,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
98,False,2020-January-04 12:28,ta/m_dataset_3_u_L/prep_data,nn_lstm,False,0.002025885,0.043165449,0.8674658690000001,0.004408721,0.06548050799999999,0.7530060059999999,,,856.0534921,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
99,False,2020-January-04 12:37,ta/m_dataset_3_u_L/prep_data,nn_bilstm_12,False,0.001356664,0.034146819,0.909586932,0.004126601,0.063158378,0.770760683,,,526.9235394,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
100,False,2020-January-04 12:49,ta/m_dataset_3_u_L/prep_data,nn_bilstm_15,False,0.002133753,0.04406043900000002,0.8633233570000001,0.004315548,0.064796455,0.7612874140000001,,,699.4273202,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
101,False,2020-January-04 13:02,ta/m_dataset_3_u_L/prep_data,nn_fc_bilstm_fc_drop,False,0.00188485,0.041071367,0.882591421,0.002890618,0.052709796,0.831925675,,,710.5787832999997,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
102,False,2020-January-04 13:21,ta/m_dataset_3_u_L/prep_data,nn_fc_bilstm_fc_2_drop,False,0.0016102229999999998,0.037951667,0.895646567,0.002874538,0.052545685,0.83294179,,,1103.928344,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
103,False,2020-January-04 13:39,ta/m_dataset_3_u_L/prep_data,nn_fc_bilstm_cn_fc_drop,False,0.0013142070000000002,0.034401193,0.915617846,0.002891073,0.052735731,0.8325165809999999,,,1051.301751,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
104,False,2020-January-04 14:06,ta/m_dataset_3_u_L/prep_data,nn_fbc_5,False,0.001981956,0.042178404,0.8772526190000001,0.00268248,0.050754242000000005,0.841490776,0.113144659,0.633998651,1633.053442,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
105,False,2020-January-04 14:31,ta/m_dataset_3_u_L/prep_data,nn_fbc_6,False,0.001479376,0.036469288,0.906022056,0.003177791,0.055257473,0.8179790579999999,,,1421.613075,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
106,False,2020-January-04 15:28,ta/m_dataset_3_u_L/prep_data,nn_fbc_11,False,0.002514206,0.048114832,0.845359546,0.0029500570000000003,0.053565752,0.824360454,,,1411.5722050000006,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
107,False,2020-January-04 15:56,ta/m_dataset_3_u_L/prep_data,nn_fbc_12,False,0.0026590140000000003,0.049630404,0.836091226,0.003493648,0.058214992,0.7986918159999999,,,1048.4567470000004,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
108,False,2020-January-04 16:16,ta/m_dataset_3_u_L/prep_data,nn_bilstm_22,False,0.000624209,0.022445219,0.959372428,0.004415104,0.06534113700000001,0.756315393,,,1192.101347,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
109,False,2020-January-04 16:55,ta/m_dataset_3_u_L/prep_data,nn_bilstm_23,False,0.004610109,0.06652506400000001,0.73184351,0.00479778,0.06864313,0.7284833959999999,,,2238.065454,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
110,False,2020-January-04 17:03,ta/m_dataset_3_u_L/prep_data,nn_fc,False,0.017958771999999998,0.133881763,-1.01e-06,0.018091251000000003,0.134392053,-4.95e-05,,,489.4172792,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
112,False,2020-January-05 10:59,ta/m_dataset_3_u_L/prep_data,nn_fbc_5_cusLoss,False,0.00329084971797812,0.05422624945640564,0.8091163255990009,0.00326184343945898,0.05487943440675736,0.8133855252868804,0.07983523607254027,0.8337415531312016,797.0159323215485,[<function custom_loss at 0x0000013AF2A06378>],AMSGrad,5,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,36.0
113,False,2020-January-05 12:31,ta/m_dataset_3_u_L/prep_data,nn_fbc_5_cusLoss,False,0.0015842538474374127,0.03735951706767082,0.8989454019308071,0.003010785742548377,0.052328914403915405,0.8317851909037367,0.09315941482782364,0.60525112935463,2846.2957575321198,[<function custom_loss at 0x00000258AAA6A400>],AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,128.0
114,False,2020-January-05 13:38,ta/m_dataset_3_u_L/prep_data,nn_fbc_5_cusLoss,False,0.0019269604791278614,0.032650746405124664,0.8778280270374554,0.0029638654240127745,0.03902262076735497,0.8325341523943055,0.07862211018800735,0.6834478828009759,1378.3140547275545,[<function custom_loss at 0x000002325662B400>],AMSGrad,10,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,62.0
114,False,2020-January-05 14:25,ta/m_dataset_3_u_L/prep_data,nn_fbc_5_cusLoss,False,0.0021820654020026004,0.03529956564307213,0.8653029278858937,0.003187420956182386,0.04077490046620369,0.8217283387464723,0.07862211018800735,0.6834478828009759,1750.145122051239,[<function custom_loss at 0x0000014F2100A488>],AMSGrad,10,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,79.0
115,False,2020-January-05 14:44,ta/m_dataset_3_u_L/prep_data,nn_fbc_5_cusLoss,False,0.002407692547581808,0.037704192101955414,0.8530254254060151,0.003158085262851612,0.04181959480047226,0.8211319736439927,,,1090.771620512009,[<function custom_loss2 at 0x0000014F2100A510>],AMSGrad,10,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,49.0
116,False,2020-January-05 16:19,ta/m_dataset_3_u_L/prep_data,nn_fbc_5_cusLoss,False,0.002800843160329466,0.04060658439993858,0.8343261845107482,0.0033489846040182466,0.043703578412532806,0.8130689195896188,,,973.2978217601776,[<function custom_loss2 at 0x000001C46D14A598>],AMSGrad,10,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,44.0
117,False,2020-January-05 16:44,ta/m_dataset_3_u_L/prep_data,nn_fbc_5_cusLoss,False,0.002333685268238179,0.028632778674364086,0.90195385790398,0.004635712950725764,0.03722497448325157,0.8353240377027206,,,1455.9494366645813,[<function custom_loss3 at 0x000001C46D14A620>],AMSGrad,10,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,66.0
118,False,2020-January-05 17:06,ta/m_dataset_3_u_L/prep_data,nn_fbc_5_cusLoss,False,0.0022290492493261464,0.035032521933317184,0.8649706312720015,0.003244226143467391,0.0407375730574131,0.8209623676484221,,,1281.0898253917696,[<function custom_loss4 at 0x000001C46D14A6A8>],AMSGrad,10,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,58.0
119,False,2020-January-05 20:21,ta/m_dataset_3_u_L/prep_data,nn_fbc_5_cusLoss,False,0.004013202259605917,0.03474070876836777,0.8654667708663816,0.006022488167591855,0.04045318812131882,0.8201532662133881,,,1360.827490091324,[<function custom_loss5 at 0x0000024DCB41B6A8>],AMSGrad,10,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,55.0
120,False,2020-January-05 20:42,ta/m_dataset_3_u_L/prep_data,nn_fbc_5_cusLoss,False,0.03418754046830233,0.031999312341213226,0.8541221642045893,0.04028074242533601,0.0374542623758316,0.8202664884777651,0.08296450972557068,0.6934975492359494,1160.0580937862394,[<function custom_loss6 at 0x00000226838197B8>],AMSGrad,10,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,47.0
121,False,2020-January-05 21:00,ta/m_dataset_3_u_L/prep_data,nn_fbc_5_cusLoss,False,0.037281627959405546,0.03700009733438492,0.8218799161889226,0.03983635563282489,0.03956368193030357,0.8128017799825904,0.09300580620765686,0.5674682835951336,1013.306943655014,[<function custom_loss7 at 0x0000022683819840>],AMSGrad,10,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,41.0
122,False,2020-January-05 21:24,ta/m_dataset_3_u_L/prep_data,nn_fbc_5_cusLoss,False,0.03542187546386742,0.033155906945466995,0.8504494119301069,0.042324295109586615,0.03923429176211357,0.8120792286237842,,,1111.4020960330963,[<function custom_loss6 at 0x0000025FD1A0B730>],AMSGrad,15,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,45.0
123,False,2020-January-05 22:08,ta/m_dataset_3_u_L/prep_data,nn_fbc_5_cusLoss,False,0.002473190218849709,0.038055971264839165,0.8492495961371168,0.0031694721040428572,0.04214795306324959,0.8198734035629962,,,1007.9371297359468,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,41.0
124,False,2020-January-05 23:23,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.3460355134828861,0.2815414071083069,0.8553172664291934,0.3089908197038645,0.25900760293006897,0.8665586796197808,0.3388579487800598,0.8568896083091022,256.6441044807434,[<function custom_loss6 at 0x00000184BF6B8950>],AMSGrad,10,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,10.0
124,False,2020-January-06 00:08,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.3643241279496252,0.2926146388053894,0.8440948736723938,0.3208018766802204,0.2676231265068054,0.8611718025716248,0.3388579487800598,0.8568896083091022,254.8451764583588,[<function custom_loss6 at 0x00000247675C49D8>],AMSGrad,10,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,10.0
125,False,2020-January-06 08:25,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.3613688794254657,0.2910495698451996,0.8472375732445306,0.322117436119706,0.2685866057872772,0.8611343325294463,,,230.75159406661987,[<function custom_loss6 at 0x000001BA4F8E79D8>],AMSGrad,10,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,10.0
126,False,2020-January-06 08:30,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.21626261802761496,0.3018067181110382,0.8528177262887608,0.19613919273355834,0.28097090125083923,0.8610698703728918,,,226.40318059921262,[<function custom_loss5 at 0x000001BA4F8E7950>],AMSGrad,10,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,10.0
127,False,2020-January-06 08:34,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.17682616750758656,0.2983631789684296,0.8581350540730155,0.16974999052467835,0.2797629237174988,0.8620166811231276,,,226.37962460517883,[<function custom_loss4 at 0x000001BA4F8E78C8>],AMSGrad,10,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,10.0
125,False,2020-January-06 08:58,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.20259523248979985,0.2917112708091736,0.8612822302272918,0.18631958305659901,0.2727262377738953,0.8668147961701794,,,227.06646037101746,[<function custom_loss5 at 0x000001B006EF6950>],AMSGrad,10,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,10.0
126,False,2020-January-06 09:06,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.1743909990450663,0.2953023016452789,0.8601052580095798,0.16602407033347333,0.2774831056594849,0.864435523646239,,,228.75772523880005,[<function custom_loss4 at 0x00000158C6E339D8>],AMSGrad,10,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,10.0
127,False,2020-January-06 09:10,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.19674425136350174,0.2994663119316101,0.8539803615358803,0.18062759913877752,0.2777034640312195,0.8616926943855688,,,226.46578907966614,[<function custom_loss3 at 0x00000158C6E33950>],AMSGrad,10,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,10.0
128,False,2020-January-06 09:14,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.1726026408595735,0.30417805910110474,0.8546980598063562,0.16290342181247008,0.28551506996154785,0.8611757624358398,,,227.14496612548828,[<function custom_loss2 at 0x00000158C6E338C8>],AMSGrad,10,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,10.0
129,False,2020-January-06 09:19,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.16650722970177068,0.2947947382926941,0.8592952567713883,0.15956551994077106,0.2739193141460419,0.8639982588765751,,,226.1029341220856,[<function custom_loss at 0x00000158C6E33840>],AMSGrad,10,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,10.0
130,False,2020-January-06 09:23,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.15220643780332613,0.30958500504493713,0.8477935624520586,0.1429522026780784,0.28626352548599243,0.8586797644800408,,,224.67617106437683,mse,AMSGrad,10,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,10.0
131,False,2020-January-06 09:28,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5,False,0.2976184243556881,0.2976182699203491,0.8322060329262809,0.2682050651036416,0.2682050168514252,0.8567752872177398,,,226.08503699302673,[<function rmse at 0x00000158C6E33620>],AMSGrad,10,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,10.0
132,False,2020-January-06 09:46,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.3058802052482246,0.2540443539619446,0.8757430597632159,0.2911315196969399,0.2451178282499313,0.8710888854796655,,,446.1744816303253,[<function custom_loss6 at 0x0000021030CF79D8>],AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,20.0
133,False,2020-January-06 09:54,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.17306432626624993,0.26786670088768005,0.8796211659504894,0.17409405235343978,0.256760835647583,0.8736732865074199,,,444.9784846305847,[<function custom_loss5 at 0x0000021030CF7950>],AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,20.0
134,False,2020-January-06 10:07,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.1611208701695984,0.2856452465057373,0.8694004909793924,0.1673648369113018,0.2767022550106049,0.8633906510053639,,,444.35698795318604,[<function custom_loss4 at 0x000001E3C6977950>],AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,20.0
135,False,2020-January-06 10:15,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.1551228447663524,0.2643143832683563,0.8826562426529236,0.1614219496852646,0.2561737298965454,0.8745078836706032,,,444.0001320838928,[<function custom_loss3 at 0x000001E3C69778C8>],AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,20.0
136,False,2020-January-06 10:23,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.13934296477580582,0.27199897170066833,0.8804979838565838,0.1517684838940612,0.26574280858039856,0.8699591705484695,,,444.4159898757935,[<function custom_loss2 at 0x000001E3C6977840>],AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,20.0
137,False,2020-January-06 10:31,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.14511147447305475,0.2747196555137634,0.8761405218753309,0.1535819440816356,0.2663745284080505,0.8685297856555411,,,443.57579922676086,[<function custom_loss at 0x000001E3C69777B8>],AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,20.0
138,False,2020-January-06 10:39,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5,False,0.12424491839344826,0.2757827043533325,0.8757550815833961,0.13208222893838684,0.2647761106491089,0.8694287534866841,,,443.0894830226898,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,20.0
139,False,2020-January-06 10:47,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5,False,0.2646666254291754,0.2646665871143341,0.8575612959079345,0.2464136477534164,0.2464135587215424,0.8690542753624394,,,442.26211190223694,[<function rmse at 0x000001E3C6977598>],AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,20.0
140,False,2020-January-06 11:21,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.2999933945655891,0.2496650367975235,0.8787504812177279,0.28684959276822,0.2420773804187775,0.8733761930339224,,,554.1395864486693,[<function custom_loss6 at 0x0000023679EE49D8>],AMSGrad,25,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,25.0
141,False,2020-January-06 11:39,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.16566763036443474,0.2601955235004425,0.8839222094933176,0.17872044383131533,0.2544717192649841,0.8703441957031527,,,555.3778076171875,[<function custom_loss5 at 0x000001DD79366950>],AMSGrad,25,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,25.0
142,False,2020-January-06 11:53,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.15146766402886086,0.27365550398826605,0.8781062287305055,0.15585661107342738,0.2633791565895081,0.8720026072168523,,,550.0227301120758,[<function custom_loss4 at 0x0000024F726248C8>],AMSGrad,25,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,25.0
143,False,2020-January-06 12:03,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.1554776837058394,0.2641897201538086,0.8826107963459295,0.16133173514256435,0.2544368505477905,0.87447958157407,,,555.1872913837433,[<function custom_loss3 at 0x0000024F72624840>],AMSGrad,25,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,25.0
144,False,2020-January-06 12:13,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.1361249705245005,0.2693080604076385,0.8831416090846228,0.15112861993859064,0.26454976201057434,0.8704026553956855,,,554.0884795188904,[<function custom_loss2 at 0x0000024F726247B8>],AMSGrad,25,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,25.0
145,False,2020-January-06 12:23,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5_cusLoss,False,0.13416156169881555,0.2687830030918121,0.8843100766887302,0.14928072608326035,0.2636450529098511,0.8720308869668001,,,554.3628616333008,[<function custom_loss at 0x0000024F72624730>],AMSGrad,25,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,25.0
146,False,2020-January-06 12:33,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5,False,0.11578285501883565,0.2664957046508789,0.8842171449153963,0.1271882859010143,0.2587776780128479,0.8742605816480433,,,554.5331060886383,mse,AMSGrad,25,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,25.0
147,False,2020-January-06 12:43,ta/m_dataset_3_u_L/prep_data_exp7,nn_fbc_5,False,0.26827450805647085,0.2682745158672333,0.8553340947506056,0.25278866206064105,0.2527886629104614,0.8604112711207628,,,555.3371832370758,[<function rmse at 0x0000024F72624510>],AMSGrad,25,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,25.0
148,False,2020-January-06 12:45,ta/m_dataset_3_u_L/prep_data_exp7,nn_fc,False,0.2337842101480487,0.4323605895042419,0.7662157902116263,0.21044820447469767,0.4081733524799347,0.7919618091599796,,,130.3531155586243,mse,AMSGrad,25,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,25.0
149,False,2020-January-06 12:47,ta/m_dataset_3_u_L/prep_data_exp7,nn_fc,False,0.466452769036936,0.4664529263973236,0.7244976484424184,0.438521147225576,0.4385210275650024,0.7588887331933107,,,130.39526772499084,[<function rmse at 0x0000024F72624510>],AMSGrad,25,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,25.0
150,False,2020-January-06 12:50,ta/m_dataset_3_u_L/prep_data_exp7,nn_fc,False,1.0429154672625742,0.7378575801849365,0.4170007863837728,1.002312149481084,0.7296332716941833,0.43711899570766133,,,132.53537487983704,[<function custom_loss4 at 0x0000024F726248C8>],AMSGrad,25,64,1000,0.001,"(56058, 13, 39)","(56058, 16)",0.05,0.05,,,25.0
